sample,label,is_valid
task1\train_data\images\unlabeled\20701.jpeg,70,False
task1\train_data\images\unlabeled\20702.jpeg,65,False
task1\train_data\images\unlabeled\20703.jpeg,81,False
task1\train_data\images\unlabeled\20704.jpeg,54,False
task1\train_data\images\unlabeled\20705.jpeg,78,False
task1\train_data\images\unlabeled\20706.jpeg,74,False
task1\train_data\images\unlabeled\20707.jpeg,43,False
task1\train_data\images\unlabeled\20708.jpeg,33,False
task1\train_data\images\unlabeled\20709.jpeg,14,False
task1\train_data\images\unlabeled\2071.jpeg,42,False
task1\train_data\images\unlabeled\20710.jpeg,30,False
task1\train_data\images\unlabeled\20711.jpeg,48,False
task1\train_data\images\unlabeled\20712.jpeg,95,False
task1\train_data\images\unlabeled\20713.jpeg,10,False
task1\train_data\images\unlabeled\20714.jpeg,86,False
task1\train_data\images\unlabeled\20715.jpeg,65,False
task1\train_data\images\unlabeled\20716.jpeg,28,False
task1\train_data\images\unlabeled\20717.jpeg,15,False
task1\train_data\images\unlabeled\20718.jpeg,45,False
task1\train_data\images\unlabeled\20719.jpeg,19,False
task1\train_data\images\unlabeled\2072.jpeg,29,False
task1\train_data\images\unlabeled\20720.jpeg,23,False
task1\train_data\images\unlabeled\20721.jpeg,63,False
task1\train_data\images\unlabeled\20722.jpeg,45,False
task1\train_data\images\unlabeled\20723.jpeg,93,False
task1\train_data\images\unlabeled\20724.jpeg,4,False
task1\train_data\images\unlabeled\20725.jpeg,33,False
task1\train_data\images\unlabeled\20726.jpeg,79,False
task1\train_data\images\unlabeled\20727.jpeg,77,False
task1\train_data\images\unlabeled\20728.jpeg,36,False
task1\train_data\images\unlabeled\20729.jpeg,92,False
task1\train_data\images\unlabeled\2073.jpeg,26,False
task1\train_data\images\unlabeled\20730.jpeg,83,False
task1\train_data\images\unlabeled\20731.jpeg,66,False
task1\train_data\images\unlabeled\20732.jpeg,35,False
task1\train_data\images\unlabeled\20733.jpeg,93,False
task1\train_data\images\unlabeled\20734.jpeg,57,False
task1\train_data\images\unlabeled\20735.jpeg,64,False
task1\train_data\images\unlabeled\20736.jpeg,49,False
task1\train_data\images\unlabeled\20737.jpeg,94,False
task1\train_data\images\unlabeled\20738.jpeg,64,False
task1\train_data\images\unlabeled\20739.jpeg,20,False
task1\train_data\images\unlabeled\2074.jpeg,64,False
task1\train_data\images\unlabeled\20740.jpeg,86,False
task1\train_data\images\unlabeled\20741.jpeg,93,False
task1\train_data\images\unlabeled\20742.jpeg,37,False
task1\train_data\images\unlabeled\20743.jpeg,30,False
task1\train_data\images\unlabeled\20744.jpeg,19,False
task1\train_data\images\unlabeled\20745.jpeg,38,False
task1\train_data\images\unlabeled\20746.jpeg,21,False
task1\train_data\images\unlabeled\20747.jpeg,92,False
task1\train_data\images\unlabeled\20748.jpeg,29,False
task1\train_data\images\unlabeled\20749.jpeg,80,False
task1\train_data\images\unlabeled\2075.jpeg,62,False
task1\train_data\images\unlabeled\20750.jpeg,86,False
task1\train_data\images\unlabeled\20751.jpeg,42,False
task1\train_data\images\unlabeled\20752.jpeg,69,False
task1\train_data\images\unlabeled\20753.jpeg,84,False
task1\train_data\images\unlabeled\20754.jpeg,1,False
task1\train_data\images\unlabeled\20755.jpeg,97,False
task1\train_data\images\unlabeled\20756.jpeg,12,False
task1\train_data\images\unlabeled\20757.jpeg,37,False
task1\train_data\images\unlabeled\20758.jpeg,8,False
task1\train_data\images\unlabeled\20759.jpeg,59,False
task1\train_data\images\unlabeled\2076.jpeg,91,False
task1\train_data\images\unlabeled\20760.jpeg,16,False
task1\train_data\images\unlabeled\20761.jpeg,72,False
task1\train_data\images\unlabeled\20762.jpeg,52,False
task1\train_data\images\unlabeled\20763.jpeg,5,False
task1\train_data\images\unlabeled\20764.jpeg,64,False
task1\train_data\images\unlabeled\20765.jpeg,94,False
task1\train_data\images\unlabeled\20766.jpeg,43,False
task1\train_data\images\unlabeled\20767.jpeg,33,False
task1\train_data\images\unlabeled\20768.jpeg,39,False
task1\train_data\images\unlabeled\20769.jpeg,88,False
task1\train_data\images\unlabeled\2077.jpeg,78,False
task1\train_data\images\unlabeled\20770.jpeg,51,False
task1\train_data\images\unlabeled\20771.jpeg,18,False
task1\train_data\images\unlabeled\20772.jpeg,2,False
task1\train_data\images\unlabeled\20773.jpeg,12,False
task1\train_data\images\unlabeled\20774.jpeg,21,False
task1\train_data\images\unlabeled\20775.jpeg,32,False
task1\train_data\images\unlabeled\20776.jpeg,50,False
task1\train_data\images\unlabeled\20777.jpeg,87,False
task1\train_data\images\unlabeled\20778.jpeg,71,False
task1\train_data\images\unlabeled\20779.jpeg,56,False
task1\train_data\images\unlabeled\2078.jpeg,47,False
task1\train_data\images\unlabeled\20780.jpeg,81,False
task1\train_data\images\unlabeled\20781.jpeg,95,False
task1\train_data\images\unlabeled\20782.jpeg,9,False
task1\train_data\images\unlabeled\20783.jpeg,47,False
task1\train_data\images\unlabeled\20784.jpeg,45,False
task1\train_data\images\unlabeled\20785.jpeg,89,False
task1\train_data\images\unlabeled\20786.jpeg,32,False
task1\train_data\images\unlabeled\20787.jpeg,79,False
task1\train_data\images\unlabeled\20788.jpeg,48,False
task1\train_data\images\unlabeled\20789.jpeg,54,False
task1\train_data\images\unlabeled\2079.jpeg,57,False
task1\train_data\images\unlabeled\20790.jpeg,43,False
task1\train_data\images\unlabeled\20791.jpeg,88,False
task1\train_data\images\unlabeled\20792.jpeg,91,False
task1\train_data\images\unlabeled\20793.jpeg,79,False
task1\train_data\images\unlabeled\20794.jpeg,46,False
task1\train_data\images\unlabeled\20795.jpeg,40,False
task1\train_data\images\unlabeled\20796.jpeg,5,False
task1\train_data\images\unlabeled\20797.jpeg,15,False
task1\train_data\images\unlabeled\20798.jpeg,23,False
task1\train_data\images\unlabeled\20799.jpeg,73,False
task1\train_data\images\unlabeled\208.jpeg,42,False
task1\train_data\images\unlabeled\2080.jpeg,27,False
task1\train_data\images\unlabeled\20800.jpeg,23,False
task1\train_data\images\unlabeled\20801.jpeg,76,False
task1\train_data\images\unlabeled\20802.jpeg,60,False
task1\train_data\images\unlabeled\20803.jpeg,14,False
task1\train_data\images\unlabeled\20804.jpeg,12,False
task1\train_data\images\unlabeled\20805.jpeg,90,False
task1\train_data\images\unlabeled\20806.jpeg,7,False
task1\train_data\images\unlabeled\20807.jpeg,81,False
task1\train_data\images\unlabeled\20808.jpeg,63,False
task1\train_data\images\unlabeled\20809.jpeg,49,False
task1\train_data\images\unlabeled\2081.jpeg,67,False
task1\train_data\images\unlabeled\20810.jpeg,74,False
task1\train_data\images\unlabeled\20811.jpeg,81,False
task1\train_data\images\unlabeled\20812.jpeg,84,False
task1\train_data\images\unlabeled\20813.jpeg,49,False
task1\train_data\images\unlabeled\20814.jpeg,99,False
task1\train_data\images\unlabeled\20815.jpeg,30,False
task1\train_data\images\unlabeled\20816.jpeg,31,False
task1\train_data\images\unlabeled\20817.jpeg,72,False
task1\train_data\images\unlabeled\20818.jpeg,80,False
task1\train_data\images\unlabeled\20819.jpeg,47,False
task1\train_data\images\unlabeled\2082.jpeg,49,False
task1\train_data\images\unlabeled\20820.jpeg,43,False
task1\train_data\images\unlabeled\20821.jpeg,52,False
task1\train_data\images\unlabeled\20822.jpeg,55,False
task1\train_data\images\unlabeled\20823.jpeg,59,False
task1\train_data\images\unlabeled\20824.jpeg,90,False
task1\train_data\images\unlabeled\20825.jpeg,53,False
task1\train_data\images\unlabeled\20826.jpeg,36,False
task1\train_data\images\unlabeled\20827.jpeg,85,False
task1\train_data\images\unlabeled\20828.jpeg,15,False
task1\train_data\images\unlabeled\20829.jpeg,39,False
task1\train_data\images\unlabeled\2083.jpeg,93,False
task1\train_data\images\unlabeled\20830.jpeg,2,False
task1\train_data\images\unlabeled\20831.jpeg,73,False
task1\train_data\images\unlabeled\20832.jpeg,46,False
task1\train_data\images\unlabeled\20833.jpeg,53,False
task1\train_data\images\unlabeled\20834.jpeg,38,False
task1\train_data\images\unlabeled\20835.jpeg,66,False
task1\train_data\images\unlabeled\20836.jpeg,67,False
task1\train_data\images\unlabeled\20837.jpeg,78,False
task1\train_data\images\unlabeled\20838.jpeg,23,False
task1\train_data\images\unlabeled\20839.jpeg,67,False
task1\train_data\images\unlabeled\2084.jpeg,99,False
task1\train_data\images\unlabeled\20840.jpeg,46,False
task1\train_data\images\unlabeled\20841.jpeg,17,False
task1\train_data\images\unlabeled\20842.jpeg,13,False
task1\train_data\images\unlabeled\20843.jpeg,32,False
task1\train_data\images\unlabeled\20844.jpeg,95,False
task1\train_data\images\unlabeled\20845.jpeg,42,False
task1\train_data\images\unlabeled\20846.jpeg,71,False
task1\train_data\images\unlabeled\20847.jpeg,39,False
task1\train_data\images\unlabeled\20848.jpeg,16,False
task1\train_data\images\unlabeled\20849.jpeg,12,False
task1\train_data\images\unlabeled\2085.jpeg,99,False
task1\train_data\images\unlabeled\20850.jpeg,35,False
task1\train_data\images\unlabeled\20851.jpeg,99,False
task1\train_data\images\unlabeled\20852.jpeg,40,False
task1\train_data\images\unlabeled\20853.jpeg,18,False
task1\train_data\images\unlabeled\20854.jpeg,82,False
task1\train_data\images\unlabeled\20855.jpeg,18,False
task1\train_data\images\unlabeled\20856.jpeg,19,False
task1\train_data\images\unlabeled\20857.jpeg,29,False
task1\train_data\images\unlabeled\20858.jpeg,92,False
task1\train_data\images\unlabeled\20859.jpeg,74,False
task1\train_data\images\unlabeled\2086.jpeg,1,False
task1\train_data\images\unlabeled\20860.jpeg,30,False
task1\train_data\images\unlabeled\20861.jpeg,26,False
task1\train_data\images\unlabeled\20862.jpeg,64,False
task1\train_data\images\unlabeled\20863.jpeg,49,False
task1\train_data\images\unlabeled\20864.jpeg,8,False
task1\train_data\images\unlabeled\20865.jpeg,72,False
task1\train_data\images\unlabeled\20866.jpeg,3,False
task1\train_data\images\unlabeled\20867.jpeg,89,False
task1\train_data\images\unlabeled\20868.jpeg,27,False
task1\train_data\images\unlabeled\20869.jpeg,12,False
task1\train_data\images\unlabeled\2087.jpeg,42,False
task1\train_data\images\unlabeled\20870.jpeg,74,False
task1\train_data\images\unlabeled\20871.jpeg,27,False
task1\train_data\images\unlabeled\20872.jpeg,58,False
task1\train_data\images\unlabeled\20873.jpeg,11,False
task1\train_data\images\unlabeled\20874.jpeg,96,False
task1\train_data\images\unlabeled\20875.jpeg,21,False
task1\train_data\images\unlabeled\20876.jpeg,6,False
task1\train_data\images\unlabeled\20877.jpeg,74,False
task1\train_data\images\unlabeled\20878.jpeg,88,False
task1\train_data\images\unlabeled\20879.jpeg,5,False
task1\train_data\images\unlabeled\2088.jpeg,47,False
task1\train_data\images\unlabeled\20880.jpeg,59,False
task1\train_data\images\unlabeled\20881.jpeg,84,False
task1\train_data\images\unlabeled\20882.jpeg,71,False
task1\train_data\images\unlabeled\20883.jpeg,17,False
task1\train_data\images\unlabeled\20884.jpeg,94,False
task1\train_data\images\unlabeled\20885.jpeg,49,False
task1\train_data\images\unlabeled\20886.jpeg,30,False
task1\train_data\images\unlabeled\20887.jpeg,86,False
task1\train_data\images\unlabeled\20888.jpeg,60,False
task1\train_data\images\unlabeled\20889.jpeg,3,False
task1\train_data\images\unlabeled\2089.jpeg,10,False
task1\train_data\images\unlabeled\20890.jpeg,26,False
task1\train_data\images\unlabeled\20891.jpeg,81,False
task1\train_data\images\unlabeled\20892.jpeg,46,False
task1\train_data\images\unlabeled\20893.jpeg,99,False
task1\train_data\images\unlabeled\20894.jpeg,71,False
task1\train_data\images\unlabeled\20895.jpeg,62,False
task1\train_data\images\unlabeled\20896.jpeg,26,False
task1\train_data\images\unlabeled\20897.jpeg,82,False
task1\train_data\images\unlabeled\20898.jpeg,27,False
task1\train_data\images\unlabeled\20899.jpeg,61,False
task1\train_data\images\unlabeled\209.jpeg,66,False
task1\train_data\images\unlabeled\2090.jpeg,8,False
task1\train_data\images\unlabeled\20900.jpeg,10,False
task1\train_data\images\unlabeled\20901.jpeg,49,False
task1\train_data\images\unlabeled\20902.jpeg,25,False
task1\train_data\images\unlabeled\20903.jpeg,1,False
task1\train_data\images\unlabeled\20904.jpeg,92,False
task1\train_data\images\unlabeled\20905.jpeg,44,False
task1\train_data\images\unlabeled\20906.jpeg,59,False
task1\train_data\images\unlabeled\20907.jpeg,98,False
task1\train_data\images\unlabeled\20908.jpeg,87,False
task1\train_data\images\unlabeled\20909.jpeg,96,False
task1\train_data\images\unlabeled\2091.jpeg,29,False
task1\train_data\images\unlabeled\20910.jpeg,42,False
task1\train_data\images\unlabeled\20911.jpeg,92,False
task1\train_data\images\unlabeled\20912.jpeg,80,False
task1\train_data\images\unlabeled\20913.jpeg,13,False
task1\train_data\images\unlabeled\20914.jpeg,76,False
task1\train_data\images\unlabeled\20915.jpeg,41,False
task1\train_data\images\unlabeled\20916.jpeg,60,False
task1\train_data\images\unlabeled\20917.jpeg,69,False
task1\train_data\images\unlabeled\20918.jpeg,20,False
task1\train_data\images\unlabeled\20919.jpeg,66,False
task1\train_data\images\unlabeled\2092.jpeg,35,False
task1\train_data\images\unlabeled\20920.jpeg,67,False
task1\train_data\images\unlabeled\20921.jpeg,46,False
task1\train_data\images\unlabeled\20922.jpeg,62,False
task1\train_data\images\unlabeled\20923.jpeg,70,False
task1\train_data\images\unlabeled\20924.jpeg,84,False
task1\train_data\images\unlabeled\20925.jpeg,21,False
task1\train_data\images\unlabeled\20926.jpeg,43,False
task1\train_data\images\unlabeled\20927.jpeg,32,False
task1\train_data\images\unlabeled\20928.jpeg,75,False
task1\train_data\images\unlabeled\20929.jpeg,57,False
task1\train_data\images\unlabeled\2093.jpeg,77,False
task1\train_data\images\unlabeled\20930.jpeg,20,False
task1\train_data\images\unlabeled\20931.jpeg,12,False
task1\train_data\images\unlabeled\20932.jpeg,4,False
task1\train_data\images\unlabeled\20933.jpeg,13,False
task1\train_data\images\unlabeled\20934.jpeg,15,False
task1\train_data\images\unlabeled\20935.jpeg,36,False
task1\train_data\images\unlabeled\20936.jpeg,29,False
task1\train_data\images\unlabeled\20937.jpeg,62,False
task1\train_data\images\unlabeled\20938.jpeg,11,False
task1\train_data\images\unlabeled\20939.jpeg,5,False
task1\train_data\images\unlabeled\2094.jpeg,11,False
task1\train_data\images\unlabeled\20940.jpeg,10,False
task1\train_data\images\unlabeled\20941.jpeg,44,False
task1\train_data\images\unlabeled\20942.jpeg,40,False
task1\train_data\images\unlabeled\20943.jpeg,47,False
task1\train_data\images\unlabeled\20944.jpeg,47,False
task1\train_data\images\unlabeled\20945.jpeg,88,False
task1\train_data\images\unlabeled\20946.jpeg,38,False
task1\train_data\images\unlabeled\20947.jpeg,41,False
task1\train_data\images\unlabeled\20948.jpeg,96,False
task1\train_data\images\unlabeled\20949.jpeg,65,False
task1\train_data\images\unlabeled\2095.jpeg,82,False
task1\train_data\images\unlabeled\20950.jpeg,80,False
task1\train_data\images\unlabeled\20951.jpeg,82,False
task1\train_data\images\unlabeled\20952.jpeg,12,False
task1\train_data\images\unlabeled\20953.jpeg,90,False
task1\train_data\images\unlabeled\20954.jpeg,50,False
task1\train_data\images\unlabeled\20955.jpeg,76,False
task1\train_data\images\unlabeled\20956.jpeg,43,False
task1\train_data\images\unlabeled\20957.jpeg,38,False
task1\train_data\images\unlabeled\20958.jpeg,36,False
task1\train_data\images\unlabeled\20959.jpeg,20,False
task1\train_data\images\unlabeled\2096.jpeg,64,False
task1\train_data\images\unlabeled\20960.jpeg,94,False
task1\train_data\images\unlabeled\20961.jpeg,47,False
task1\train_data\images\unlabeled\20962.jpeg,6,False
task1\train_data\images\unlabeled\20963.jpeg,27,False
task1\train_data\images\unlabeled\20964.jpeg,48,False
task1\train_data\images\unlabeled\20965.jpeg,59,False
task1\train_data\images\unlabeled\20966.jpeg,73,False
task1\train_data\images\unlabeled\20967.jpeg,45,False
task1\train_data\images\unlabeled\20968.jpeg,71,False
task1\train_data\images\unlabeled\20969.jpeg,38,False
task1\train_data\images\unlabeled\2097.jpeg,25,False
task1\train_data\images\unlabeled\20970.jpeg,65,False
task1\train_data\images\unlabeled\20971.jpeg,70,False
task1\train_data\images\unlabeled\20972.jpeg,68,False
task1\train_data\images\unlabeled\20973.jpeg,2,False
task1\train_data\images\unlabeled\20974.jpeg,81,False
task1\train_data\images\unlabeled\20975.jpeg,25,False
task1\train_data\images\unlabeled\20976.jpeg,93,False
task1\train_data\images\unlabeled\20977.jpeg,68,False
task1\train_data\images\unlabeled\20978.jpeg,5,False
task1\train_data\images\unlabeled\20979.jpeg,85,False
task1\train_data\images\unlabeled\2098.jpeg,71,False
task1\train_data\images\unlabeled\20980.jpeg,43,False
task1\train_data\images\unlabeled\20981.jpeg,91,False
task1\train_data\images\unlabeled\20982.jpeg,73,False
task1\train_data\images\unlabeled\20983.jpeg,89,False
task1\train_data\images\unlabeled\20984.jpeg,61,False
task1\train_data\images\unlabeled\20985.jpeg,76,False
task1\train_data\images\unlabeled\20986.jpeg,85,False
task1\train_data\images\unlabeled\20987.jpeg,51,False
task1\train_data\images\unlabeled\20988.jpeg,28,False
task1\train_data\images\unlabeled\20989.jpeg,40,False
task1\train_data\images\unlabeled\2099.jpeg,65,False
task1\train_data\images\unlabeled\20990.jpeg,67,False
task1\train_data\images\unlabeled\20991.jpeg,47,False
task1\train_data\images\unlabeled\20992.jpeg,69,False
task1\train_data\images\unlabeled\20993.jpeg,23,False
task1\train_data\images\unlabeled\20994.jpeg,61,False
task1\train_data\images\unlabeled\20995.jpeg,83,False
task1\train_data\images\unlabeled\20996.jpeg,41,False
task1\train_data\images\unlabeled\20997.jpeg,74,False
task1\train_data\images\unlabeled\20998.jpeg,73,False
task1\train_data\images\unlabeled\20999.jpeg,83,False
task1\train_data\images\unlabeled\21.jpeg,8,False
task1\train_data\images\unlabeled\210.jpeg,84,False
task1\train_data\images\unlabeled\2100.jpeg,32,False
task1\train_data\images\unlabeled\21000.jpeg,16,False
task1\train_data\images\unlabeled\21001.jpeg,40,False
task1\train_data\images\unlabeled\21002.jpeg,1,False
task1\train_data\images\unlabeled\21003.jpeg,55,False
task1\train_data\images\unlabeled\21004.jpeg,83,False
task1\train_data\images\unlabeled\21005.jpeg,40,False
task1\train_data\images\unlabeled\21006.jpeg,26,False
task1\train_data\images\unlabeled\21007.jpeg,41,False
task1\train_data\images\unlabeled\21008.jpeg,64,False
task1\train_data\images\unlabeled\21009.jpeg,8,False
task1\train_data\images\unlabeled\2101.jpeg,34,False
task1\train_data\images\unlabeled\21010.jpeg,59,False
task1\train_data\images\unlabeled\21011.jpeg,2,False
task1\train_data\images\unlabeled\21012.jpeg,12,False
task1\train_data\images\unlabeled\21013.jpeg,67,False
task1\train_data\images\unlabeled\21014.jpeg,4,False
task1\train_data\images\unlabeled\21015.jpeg,50,False
task1\train_data\images\unlabeled\21016.jpeg,48,False
task1\train_data\images\unlabeled\21017.jpeg,85,False
task1\train_data\images\unlabeled\21018.jpeg,81,False
task1\train_data\images\unlabeled\21019.jpeg,67,False
task1\train_data\images\unlabeled\2102.jpeg,69,False
task1\train_data\images\unlabeled\21020.jpeg,96,False
task1\train_data\images\unlabeled\21021.jpeg,6,False
task1\train_data\images\unlabeled\21022.jpeg,53,False
task1\train_data\images\unlabeled\21023.jpeg,6,False
task1\train_data\images\unlabeled\21024.jpeg,74,False
task1\train_data\images\unlabeled\21025.jpeg,59,False
task1\train_data\images\unlabeled\21026.jpeg,24,False
task1\train_data\images\unlabeled\21027.jpeg,18,False
task1\train_data\images\unlabeled\21028.jpeg,74,False
task1\train_data\images\unlabeled\21029.jpeg,99,False
task1\train_data\images\unlabeled\2103.jpeg,48,False
task1\train_data\images\unlabeled\21030.jpeg,45,False
task1\train_data\images\unlabeled\21031.jpeg,90,False
task1\train_data\images\unlabeled\21032.jpeg,43,False
task1\train_data\images\unlabeled\21033.jpeg,95,False
task1\train_data\images\unlabeled\21034.jpeg,7,False
task1\train_data\images\unlabeled\21035.jpeg,20,False
task1\train_data\images\unlabeled\21036.jpeg,11,False
task1\train_data\images\unlabeled\21037.jpeg,17,False
task1\train_data\images\unlabeled\21038.jpeg,59,False
task1\train_data\images\unlabeled\21039.jpeg,82,False
task1\train_data\images\unlabeled\2104.jpeg,44,False
task1\train_data\images\unlabeled\21040.jpeg,82,False
task1\train_data\images\unlabeled\21041.jpeg,82,False
task1\train_data\images\unlabeled\21042.jpeg,35,False
task1\train_data\images\unlabeled\21043.jpeg,29,False
task1\train_data\images\unlabeled\21044.jpeg,91,False
task1\train_data\images\unlabeled\21045.jpeg,50,False
task1\train_data\images\unlabeled\21046.jpeg,94,False
task1\train_data\images\unlabeled\21047.jpeg,71,False
task1\train_data\images\unlabeled\21048.jpeg,12,False
task1\train_data\images\unlabeled\21049.jpeg,23,False
task1\train_data\images\unlabeled\2105.jpeg,88,False
task1\train_data\images\unlabeled\21050.jpeg,60,False
task1\train_data\images\unlabeled\21051.jpeg,54,False
task1\train_data\images\unlabeled\21052.jpeg,27,False
task1\train_data\images\unlabeled\21053.jpeg,70,False
task1\train_data\images\unlabeled\21054.jpeg,64,False
task1\train_data\images\unlabeled\21055.jpeg,55,False
task1\train_data\images\unlabeled\21056.jpeg,48,False
task1\train_data\images\unlabeled\21057.jpeg,49,False
task1\train_data\images\unlabeled\21058.jpeg,73,False
task1\train_data\images\unlabeled\21059.jpeg,21,False
task1\train_data\images\unlabeled\2106.jpeg,54,False
task1\train_data\images\unlabeled\21060.jpeg,20,False
task1\train_data\images\unlabeled\21061.jpeg,73,False
task1\train_data\images\unlabeled\21062.jpeg,69,False
task1\train_data\images\unlabeled\21063.jpeg,72,False
task1\train_data\images\unlabeled\21064.jpeg,4,False
task1\train_data\images\unlabeled\21065.jpeg,71,False
task1\train_data\images\unlabeled\21066.jpeg,26,False
task1\train_data\images\unlabeled\21067.jpeg,14,False
task1\train_data\images\unlabeled\21068.jpeg,97,False
task1\train_data\images\unlabeled\21069.jpeg,15,False
task1\train_data\images\unlabeled\2107.jpeg,12,False
task1\train_data\images\unlabeled\21070.jpeg,78,False
task1\train_data\images\unlabeled\21071.jpeg,48,False
task1\train_data\images\unlabeled\21072.jpeg,19,False
task1\train_data\images\unlabeled\21073.jpeg,63,False
task1\train_data\images\unlabeled\21074.jpeg,58,False
task1\train_data\images\unlabeled\21075.jpeg,16,False
task1\train_data\images\unlabeled\21076.jpeg,0,False
task1\train_data\images\unlabeled\21077.jpeg,79,False
task1\train_data\images\unlabeled\21078.jpeg,60,False
task1\train_data\images\unlabeled\21079.jpeg,70,False
task1\train_data\images\unlabeled\2108.jpeg,98,False
task1\train_data\images\unlabeled\21080.jpeg,33,False
task1\train_data\images\unlabeled\21081.jpeg,75,False
task1\train_data\images\unlabeled\21082.jpeg,50,False
task1\train_data\images\unlabeled\21083.jpeg,72,False
task1\train_data\images\unlabeled\21084.jpeg,25,False
task1\train_data\images\unlabeled\21085.jpeg,65,False
task1\train_data\images\unlabeled\21086.jpeg,83,False
task1\train_data\images\unlabeled\21087.jpeg,45,False
task1\train_data\images\unlabeled\21088.jpeg,2,False
task1\train_data\images\unlabeled\21089.jpeg,94,False
task1\train_data\images\unlabeled\2109.jpeg,28,False
task1\train_data\images\unlabeled\21090.jpeg,44,False
task1\train_data\images\unlabeled\21091.jpeg,9,False
task1\train_data\images\unlabeled\21092.jpeg,31,False
task1\train_data\images\unlabeled\21093.jpeg,84,False
task1\train_data\images\unlabeled\21094.jpeg,8,False
task1\train_data\images\unlabeled\21095.jpeg,65,False
task1\train_data\images\unlabeled\21096.jpeg,60,False
task1\train_data\images\unlabeled\21097.jpeg,8,False
task1\train_data\images\unlabeled\21098.jpeg,81,False
task1\train_data\images\unlabeled\21099.jpeg,93,False
task1\train_data\images\unlabeled\211.jpeg,70,False
task1\train_data\images\unlabeled\2110.jpeg,97,False
task1\train_data\images\unlabeled\21100.jpeg,10,False
task1\train_data\images\unlabeled\21101.jpeg,89,False
task1\train_data\images\unlabeled\21102.jpeg,24,False
task1\train_data\images\unlabeled\21103.jpeg,75,False
task1\train_data\images\unlabeled\21104.jpeg,2,False
task1\train_data\images\unlabeled\21105.jpeg,29,False
task1\train_data\images\unlabeled\21106.jpeg,16,False
task1\train_data\images\unlabeled\21107.jpeg,86,False
task1\train_data\images\unlabeled\21108.jpeg,40,False
task1\train_data\images\unlabeled\21109.jpeg,84,False
task1\train_data\images\unlabeled\2111.jpeg,51,False
task1\train_data\images\unlabeled\21110.jpeg,84,False
task1\train_data\images\unlabeled\21111.jpeg,35,False
task1\train_data\images\unlabeled\21112.jpeg,27,False
task1\train_data\images\unlabeled\21113.jpeg,41,False
task1\train_data\images\unlabeled\21114.jpeg,29,False
task1\train_data\images\unlabeled\21115.jpeg,65,False
task1\train_data\images\unlabeled\21116.jpeg,57,False
task1\train_data\images\unlabeled\21117.jpeg,63,False
task1\train_data\images\unlabeled\21118.jpeg,25,False
task1\train_data\images\unlabeled\21119.jpeg,46,False
task1\train_data\images\unlabeled\2112.jpeg,0,False
task1\train_data\images\unlabeled\21120.jpeg,55,False
task1\train_data\images\unlabeled\21121.jpeg,43,False
task1\train_data\images\unlabeled\21122.jpeg,62,False
task1\train_data\images\unlabeled\21123.jpeg,66,False
task1\train_data\images\unlabeled\21124.jpeg,77,False
task1\train_data\images\unlabeled\21125.jpeg,13,False
task1\train_data\images\unlabeled\21126.jpeg,14,False
task1\train_data\images\unlabeled\21127.jpeg,31,False
task1\train_data\images\unlabeled\21128.jpeg,47,False
task1\train_data\images\unlabeled\21129.jpeg,17,False
task1\train_data\images\unlabeled\2113.jpeg,9,False
task1\train_data\images\unlabeled\21130.jpeg,99,False
task1\train_data\images\unlabeled\21131.jpeg,3,False
task1\train_data\images\unlabeled\21132.jpeg,6,False
task1\train_data\images\unlabeled\21133.jpeg,97,False
task1\train_data\images\unlabeled\21134.jpeg,37,False
task1\train_data\images\unlabeled\21135.jpeg,63,False
task1\train_data\images\unlabeled\21136.jpeg,72,False
task1\train_data\images\unlabeled\21137.jpeg,17,False
task1\train_data\images\unlabeled\21138.jpeg,70,False
task1\train_data\images\unlabeled\21139.jpeg,50,False
task1\train_data\images\unlabeled\2114.jpeg,50,False
task1\train_data\images\unlabeled\21140.jpeg,1,False
task1\train_data\images\unlabeled\21141.jpeg,77,False
task1\train_data\images\unlabeled\21142.jpeg,77,False
task1\train_data\images\unlabeled\21143.jpeg,73,False
task1\train_data\images\unlabeled\21144.jpeg,5,False
task1\train_data\images\unlabeled\21145.jpeg,75,False
task1\train_data\images\unlabeled\21146.jpeg,74,False
task1\train_data\images\unlabeled\21147.jpeg,90,False
task1\train_data\images\unlabeled\21148.jpeg,18,False
task1\train_data\images\unlabeled\21149.jpeg,1,False
task1\train_data\images\unlabeled\2115.jpeg,31,False
task1\train_data\images\unlabeled\21150.jpeg,50,False
task1\train_data\images\unlabeled\21151.jpeg,41,False
task1\train_data\images\unlabeled\21152.jpeg,48,False
task1\train_data\images\unlabeled\21153.jpeg,70,False
task1\train_data\images\unlabeled\21154.jpeg,91,False
task1\train_data\images\unlabeled\21155.jpeg,5,False
task1\train_data\images\unlabeled\21156.jpeg,24,False
task1\train_data\images\unlabeled\21157.jpeg,13,False
task1\train_data\images\unlabeled\21158.jpeg,7,False
task1\train_data\images\unlabeled\21159.jpeg,33,False
task1\train_data\images\unlabeled\2116.jpeg,9,False
task1\train_data\images\unlabeled\21160.jpeg,20,False
task1\train_data\images\unlabeled\21161.jpeg,60,False
task1\train_data\images\unlabeled\21162.jpeg,16,False
task1\train_data\images\unlabeled\21163.jpeg,63,False
task1\train_data\images\unlabeled\21164.jpeg,72,False
task1\train_data\images\unlabeled\21165.jpeg,76,False
task1\train_data\images\unlabeled\21166.jpeg,49,False
task1\train_data\images\unlabeled\21167.jpeg,72,False
